area,date,description,price,size
 (bay ridge),1/24/2020 17:18,1 bed top floor rent stable viewof bridge gas included too,"$1,700 ","1br -
                    850ft"
 (Downtown Brooklyn),1/24/2020 17:15,2.5 months free*Large space*1 stop to City*washer/dryer*King sized bed,"$3,746 ",2br -
 (Bedford Stuyvesant),1/24/2020 17:13,Amazing 3 Bed in Bed-Stuy!S.S Appl!Spacious!High Ceilings!Prvt Yard!!*,"$2,600 ",3br -
 (Bedford Stuyvesant),1/24/2020 17:13,Gorgeous 4 Bed 3 Bath in Bed-Stuy!S.S Appl!Laundry!Dishwashr!Prvt Yard,"$3,941 ",4br -
 (Downtown Brooklyn),1/24/2020 17:12,2.5 months free*Large space*1 stop to City*washer/dryer*King sized bed,"$3,746 ",2br -
 (Williamsburg / Greenpoint @ G L trains),1/24/2020 17:07,New construction!Great neighborhood!Bright 1 br with balcony,"$2,850 ",1br -
 (Bushwick),1/24/2020 16:52,Beautiful 3 bedroom with 1.5 bath apt,"$2,600 ","3br -
                    1000ft"
 (BUSHWICK),1/24/2020 16:31,LOFT APARTMENT FOR RENT,"$2,700 ",
 (Flatbush @ 2 5 train),1/24/2020 16:24,Modern 2 br apartment balcony laundry close to Brooklyn college,"$2,399 ",2br -
 (Park Slope @ N R F G trains),1/24/2020 16:23,Gorgeous Duplex 4br 2 ba Lots of sun light!Amazing neighborhood,"$6,093 ",4br -
 (Bushwick@ J Z trains),1/24/2020 16:22,Gorgeous Fully renovated  Duplex 5br 3full ba apartments,"$4,999 ",5br -
 (Stuyvestant Heights @ A C trains),1/24/2020 16:21,Great city view! Beatiful 2 br apartment laundry A/C,"$2,325 ",2br -
 (Williamsburg),1/24/2020 16:18,Brand New Building Multiple 3 Beds No Fee Montrose L,"$4,000 ",3br -
 (Brooklyn),1/24/2020 16:07,HUGE Loft like 1 bedroom in Prime Bushwick,"$2,499 ",1br -
 (Prime Williamsburg),1/24/2020 15:57,"Primo 2 Bed in Full Luxury Building, Insane views, No fee","$4,300 ",2br -
 (Brooklyn),1/24/2020 15:57,Stunning 2br 2bath apartment in Bushwick,"$2,450 ",2br -
 (Williamsburg),1/24/2020 15:47,Great Studio in Prime Williamsburg NO FEE,"$2,675 ",
 (Crown Heights),1/24/2020 15:36,"Spacious Sunny Rent Stabilized 1 Bed, Steps to 3,4,5 Utica Trains!","$1,605 ",1br -
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/24/2020 15:33,"___ALL OPEN___NEW__""LOFT""____""ARTIST & MUSICIANS  WELCOMED""____NO FEE_","$2,999 ",
 (bedstuy-bushwick),1/24/2020 15:30,"SUPER LARGE 4 beds, tons of natural light, heat hot water inc,","$2,895 ",4br -
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/24/2020 15:29,"_""LOFT""_GIGANTIC__1500 SQ. FT.___""BRAND NEW""__LOTS OF WINDOWS___NO FEE","$5,499 ",
 (Bedford-Stuyvesant),1/24/2020 15:19,Amazing 3 bed apartment,"$2,850 ",3br -
" (WILLIAMSBURG__""L"" MORGAN__J & M FLUSHING STOP_______)",1/24/2020 15:18,"__""LOFT""__GIGANTIC__WITH 4 RMS.____LOTS OF WINDOWS____NO FEE__________","$3,595 ",4br -
 (Ridgewood),1/24/2020 15:18,Brand New Building 2 Multiple Beds No Fee Myrtle/Wyckoff L&M,"$2,650 ",2br -
 (Greenpoint),1/24/2020 15:15,Lare Studio in Greenpoint w/Private Backyard/laundry/AC,"$2,600 ",
,1/24/2020 15:15,🔥 No Fee🔥Bushwick 🔥J/M/Z Trains🔥Privet Backyard🔥,"$2,156 ",1br -
" (WILLIAMSBURG__""L"" MORGAN__ ""M""  CENTRAL AVE. STOP_______)",1/24/2020 15:11,"___ALL OPEN_____""LOFT""____""ARTIST & MUSICIANS  WELCOMED""____NO FEE____","$3,199 ",
,1/24/2020 15:08,Prime Bedstuy☀ No Fee☀C/M/J/Z Trains☀ Chef's Kitchen☀ Call/Text,"$1,999 ",1br -
 (Crown Heights),1/24/2020 15:02,BIG 3 bed/1 bath in unit laundry Center of Crown Heights | no fee,"$3,099 ",3br -
 (Flatbush),1/24/2020 15:00,Flatbush Large 1 Bedroom - H/H included - Great area,"$1,640 ",1br -
 (CLINTON HILL / BEDSTUY),1/24/2020 14:55,RENOVATED 4BR DUPLEX+PRIVATE YARD~LAUNDRY~PRATT AREA*CLINTON HILL*,"$3,435 ",
 (Prospect Park South/PLG),1/24/2020 14:52,Prospect Park South - Beautiful 2 Bed - H/H included - No fee,"$2,150 ",2br -
 (Bedford Stuyvesant),1/24/2020 14:49,Amazing 3 Bed in Brownstone!S.S Appl!Great Light!High Ceilings!No Fee!,"$2,500 ",3br -
 (BAY RIDGE),1/24/2020 14:48,BAY RIDGE- LARGE 3 BEDROOM 6 ROOMS NO FEES -5 AVE 90'S,"$2,300 ","3br -
                    1000ft"
 (Bedford Stuyvesant),1/24/2020 14:48,Beautiful 2 Bed in Ocean Hill!S.S Appl!New Reno!No Fee!High Ceilings!*,"$2,100 ",2br -
" (CLINTON HILL / BEDSTUY / A,C TRAINS)",1/24/2020 14:46,*CLINTON HILL*BEDSTUY* RENOVATED STUDIO IN BROWNSTONE+OFFICE SPACE,"$2,145 ",
 (Bed-Stuy),1/24/2020 14:44,Beautiful 3 Bedroom Apartment in Great Location,"$3,000 ",3br -
 (Brownsville/ Brookdale Hospital),1/24/2020 14:37,2 bedroom/ no fee /,"$1,875 ",2br -
 (BEDFORD STUYVESANT / BEDSTUY),1/24/2020 14:37,GREAT DEAL!!*BEDSTUY* STUNNING 4 BR APT WITH DECK~WILL GO FAST,"$2,745 ",4br -
 (Gravesend),1/24/2020 14:35,"Gravesend, Studio for Rent OPEN HOUSE  718 594-5200","$1,399 ",300ft
 (BUSHWICK),1/24/2020 14:32,"BEAUTIFUL HIGH END 2 BR IN *BUSHWICK* LAUNDRY , ROOF~WONT LAST!","$2,495 ",2br -
 (Bedstuy @ Myrtle-Willoughby G train),1/24/2020 14:31,Cute 1 bed on the boarder of Bedstuy and Clinton Hill! No Fee!,"$1,950 ",1br -
 (Crown Heights @ Nostrand Ave 3 Train Stop),1/24/2020 14:31,Great Deal! Beautiful Spacious Crown Heights 3 Bed No Fee,"$3,250 ",3br -
 (Crown Heights @ Nostrand Ave 3 Train Stop),1/24/2020 14:30,Great Location! Beautiful Modern Crown Heights 4 Bed! No Fee,"$4,100 ",4br -
 (BUSHWICK),1/24/2020 14:29,*BUSHWICK* EX LARGE  BR WITH PRIVATE BACK YARD~MUST SEE!,"$2,095 ",1br -
 (Bedstuy @ Gates J and Z train),1/24/2020 14:25,Massive Bedstuy 3-4 Bed with huge basement & shared backyard! No fee!,"$3,399 ",4br -
 (Flatbush),1/24/2020 14:16,Huge Pre-War 2 Bedroom in Great Location,"$2,100 ",2br -
 (Bedstuy),1/24/2020 14:13,big and beautiful 2 bed/1 bath laundry in bldg Bedstuy | No fee,"$2,325 ",2br -
 (Bedstuy and Clinton Hill),1/24/2020 14:12,very cute 1 bed/1 bath on Bedstuy/Clinton hill border | no fee,"$1,950 ",1br -
 (Brooklyn),1/24/2020 14:12,wild deal 2 bed/1 bath in Private House backyard access | no fee,"$1,999 ",2br -
 (Stuyvesant Heights @Gates),1/24/2020 14:11,Beautiful 3 Bedroom duplex  with huge basement! NO FEE!,"$3,500 ",3br -
 (Brooklyn),1/24/2020 14:10,Spacious 4BR 2 Full Bath in Prime Flatbush,"$2,518 ",4br -
 (Coney Island),1/24/2020 14:08,No Fee! This is studio unit in new luxury building w/ W/D in unit & oc,"$2,080 ",
 (Cypress Hills / East New York),1/24/2020 14:08,Spacious 2BR 2BA Apartment **Cypress Hills *NO Fee,"$2,149 ",2br -
 (Bushwick),1/24/2020 14:07,Renovated 4 Bedrooms 2.5 Bathrooms,"$4,495 ",4br -
 (Flatbush),1/24/2020 14:06,"Brand new, super modern 3-BR apt","$2,750 ",3br -
 (Bed-Stuy),1/24/2020 14:02,5 Bedrooms 2 Baths Great Location,"$4,650 ",5br -
 (Bushwick @ Halsey J),1/24/2020 13:59,Great Price! Spacious Bushwick 3 Bed No Fee,"$2,450 ",3br -
 (Bedstuy @ Utica A and C train stop),1/24/2020 13:58,Great Location! Beautiful Modern Bedstuy 2 Bed. No Fee!,"$2,325 ",2br -
 (Crown Heights),1/24/2020 13:57,Lovely sun-filled spacious 3 bed/1 bath apt across from Brower Park!,"$2,800 ",3br -
 (bedstuy @ Utica A and C train stop),1/24/2020 13:56,Great Deal!! Floor through Bedstuy 3 Bed w/Backyard Access! No Fee,"$2,599 ",3br -
 (Crown Heights),1/24/2020 13:56,Brownstone 1 BR 1 Bath in Crown Heights,"$1,750 ",1br -
 (Crown Heights),1/24/2020 13:53,Renovated 3 bedrooms 1 bathroom apartment in Crown heights.,"$3,100 ",3br -
 (Crown Heights),1/24/2020 13:53,"Newly renovated 2 br, 1 bath near Prospect Park","$2,500 ",2br -
 (Bedstuy),1/24/2020 13:46,Large bedroom in 3br,"$1,000 ",3br -
" (Bushwick, Bedstuy, East Williamsburg, Brooklyn)",1/24/2020 13:42,2 bedroom apt in Bushwick. Available now! No fee! By owner!,"$2,000 ",2br -
 (Ridgewood),1/24/2020 13:37,"Renovated 1BR, DeKalb L train","$1,900 ","1br -
                    600ft"
 (Great Barrington),1/24/2020 13:35,Downtown Great Barrington! Relocate or vacation!,"$2,400 ","4br -
                    2700ft"
 (Bedstuy @ Gates J),1/24/2020 13:35,3br- Amazing deal!!- Backyard access- No Fee! Available for immediate move in,"$2,600 ",3br -
 (BUSHWICK),1/24/2020 13:22,* BUSHWICK * 1BR GARDEN UNIT * FEB 15 MOVE IN * NO FEE * PRIVATE YARD,"$2,100 ","2br -
                    700ft"
 (Crown Heights / Prospect Heights / Stuyvesant Heights / Clin),1/24/2020 13:19,"Urban, Exposed Brick, 3 Bed, W/ Washer/Dryer, Heigh Ceilings","$3,100 ",3br -
 (Bedford Stuyvesant),1/24/2020 13:17,Beautiful 1 Bedroom 1 Bath,"$2,599 ",1br -
 (Prospect Lefferts Gardens and Flatbush),1/24/2020 13:14,No Fee - Large 2-BR available,"$2,200 ","2br -
                    800ft"
 (Crown Heights),1/24/2020 13:08,"Spacious 4 bed, 1 bath available near Prospect Park","$3,000 ",4br -
 (MIDWOOD / SHEEPSHEAD BAY),1/24/2020 13:06,PRIME MIDWOOD - PRIVATE HOUSE ~ SHEEPSHEAD BAY,"$2,000 ",2br -
 (LIC ASTORIA),1/24/2020 13:04,BEAUTIFULLY RENOVATED THREE BEDROOM,"$2,400 ",3br -
 (Bedford-Stuyvesant),1/24/2020 12:59,Exceptional 1 bedroom in a rent stabilized building,"$2,588 ","1br -
                    579ft"
 (BEDSTUY / CLINTON HILL),1/24/2020 12:56,"1 BED IN BEDSTUY / CLINTON HILL A/C TRAINS SHOWING TONIGHT, WONT LAST","$1,899 ",1br -
 (Crown Heights),1/24/2020 12:50,"Art DeCo On FRANKLIN AVE! 2Bed2Ba, Laundry,Gym Roof, 2345 Trains","$4,216 ",2br -
 (BROOKLYN NY),1/24/2020 12:48,EAST NY RENOVATED THREE BEDROOM NEAR TRAIN,"$2,500 ",3br -
 (Bedstuy),1/24/2020 12:46,❤ ONE MONTH FREE ❤ 2Bed Bedstuy/ClintonHill Amenity RICH!,"$3,650 ",2br -
 (Clinton Hill),1/24/2020 12:41,"FINALLY!! 2Bed Clinton Hill!! Laundry, Gym Roof","$3,200 ",2br -
 (BUSHWICK@CENTRAL AVE M TRAIN),1/24/2020 12:39,*PRIVATE GARAGE*Laundry + roof - seeking for FEB 1 message me,"$2,200 ",
 (Prospect Lefferts Gardens / Crown Heights),1/24/2020 12:38,Large STUDIO in Prospect Lefferts Gardens Close to 2/5 Trains & Park!,"$1,650 ",
 (Clinton Hill),1/24/2020 12:36,Brand New Bed Stuy Clinton Hill Studio with Laundry and Parking!,"$2,650 ",
 (Crown Heights),1/24/2020 12:29,"PRIVATE BACKYARD! Duplex, 1Bed, Laundry, Roof, Crown heights!","$2,300 ",1br -
 (Kensington),1/24/2020 12:26,141 east 19th St,"$1,850 ","1br -
                    865ft"
 (Windsor Terrace),1/24/2020 12:23,Beautiful 2 Bedroom 1 Bathroom Apt for rent,"$2,350 ","2br -
                    800ft"
 (Williamsburg),1/24/2020 12:22,❤NO FEE❤ MASSIVE BillyBurg GEM!!! Laundry in Building GL Trains,"$2,675 ",
 (Prospect Park South / Flatbush),1/24/2020 12:20,Large 1BR/1BA in Laundry Bldg Close to Prospect Park & B/Q Trains!,"$1,795 ",1br -
 (Prospect Park South / PLG),1/24/2020 12:15,Large & Renovated 1BR Right By Prospect Park & Q Train PRIME Location!,"$1,995 ",1br -
 (BUSHWICK),1/24/2020 12:15,BUSHWICK * 2 LAST UNITS * 2BR HIGH END HUGE * LAUNDRY & ROOF * NO FEE,"$2,495 ","2br -
                    850ft"
" (Williamsburg, Brooklyn)",1/24/2020 12:06,"Williamsburg! STEAL 2BR, in-unit Laundry,NO FEE!","$2,500 ",2br -
 (Bushwick - Brooklyn (Near J & L Trains)),1/24/2020 11:56,✮ Amazing Unit ✮ 3 Large Bedrooms ✮ Balcony ✮ Laundry in Unit ✮ No Fee,"$2,999 ",3br -
 (Crown Heights),1/24/2020 11:56,"~MINT~2Bed/2Ba Franklin Ave, NEW BLDG! Parking, Laundry, Roof!","$3,575 ",2br -
 (Northern Bed-Stuy between G and JMZ at Myrtle),1/25/2020 17:49,3/1 Large rent-stabilized & pet-friendly 1 bedroom apartment *parking,"$2,395 ","1br -
                    750ft"
 (Nassau Av G - Greenpoint),1/25/2020 17:47,Sweet Greenpoint 2 Bed 2 Bath!,"$3,200 ",2br -
 (Stuyvesant Heights @ Malcolm x BLVD & Greene Ave),1/25/2020 17:42,Naturally Lit Spaciouse 2 Bed in the Most convenient Area,"$2,000 ",2br -
 (Bushwick - Central Av M - Myrtle Av JM),1/25/2020 17:34,No Fee Bushwick Studio w/ Parking! Super Sunny & Spacious!,"$2,200 ",
 (237A Decatur Street),1/25/2020 17:34,***Sunny Bed-Stuy Apartment****,"$2,199 ",1br -
 (Crown Heights @ Saint Johns & Hampton pl),1/25/2020 17:30,SUPER Spacious 4 Bed with Modern Kitchen Utilities Included,"$2,999 ",4br -
 (Bushwick @Bushwick Ave & Hancock st),1/25/2020 16:54,Spacious Renovated 3 Bed Duplex,"$2,900 ",3br -
 (Bedford- Stuyvesant @ Halsey st * Patcehn  ave),1/25/2020 16:37,Beautiful modern three bedroom with exposed brick,"$2,600 ",3br -
 (Park Slope; Prospect Heights),1/25/2020 16:17,"Large 2BR, Whole Floor! Great 4 Couple! Park Slope Prospect Heights","$3,100 ","2br -
                    1000ft"
" (Cobble Hill, Brooklyn Height, Boerum Hill, Caroll Gardens)",1/25/2020 16:04,amazing studio in the heart of Carroll Gardens,"$2,500 ",
 (BRONX),1/25/2020 15:54,STUNNING 4BR DUPLEX/1BR APT FULLY RENOVATED MULTI-FAM FOR SALE!,"$664,000 ",5br -
 (PRIME WILLIAMSBURG),1/25/2020 15:46,3/1 - 4 BED 2 BATH DUPLEX IN WILLIAMSBURG - HUGE PRIVATE BACKYARD!,"$5,571 ","4br -
                    1800ft"
 (Bergen Beach),1/25/2020 15:45,E 73th st and Ave v Small Studio Apartment,$900 ,375ft
 (Brooklyn),1/25/2020 15:40,"By OWNER + VIDEO: Renovated brick pre-war 4bdrms 1.5 bath, 2nd flr.","$3,000 ","4br -
                    1200ft"
 (Bushwick),1/25/2020 15:35,"✨🌈 ✨🌈Check it! HUGE, Rooms on opposite ends, L+M Lines ✨🌈 ✨🌈","$2,800 ",2br -
 (134 New York Ave),1/25/2020 15:34,Sunny Crown Heights Apartment!  ^^NO FEE^^,"$3,099 ",3br -
" (Cobble Hill, Brooklyn Height, Boerum Hill, Caroll Gardens)",1/25/2020 15:21,Renovated 2 Bed 2 Bath - Red Hook,"$3,400 ",2br -
 (Bedford Stuyvesant),1/25/2020 15:12,Spacious & Sunny 3BR/2BA on a tranquil TREE-LINED BLOCK,"$3,352 ",1100ft
" (Cobble Hill, Brooklyn Height, Boerum Hill, Caroll Gardens)",1/25/2020 15:11,2 bedroom 2 bathroom duplex - clinton st,"$4,400 ",2br -
 (TRIBECA),1/25/2020 15:03,2500 sqft 6 bed 2 bath live/work loft with private elevator + laundry,"$10,999 ","6br -
                    2500ft"
" (Bushwick @ Gates J,Z)",1/25/2020 15:02,"Spacious Sun lit basic 3 bedroom , no fee.","$2,499 ",3br -
 (RIDGEWOOD),1/25/2020 15:02,Sunlit spacious 3 bed 2 bath @ Jefferson L,"$2,199 ",3br -
 (Prospect Park South @ Beverley Q train),1/25/2020 14:53,Beautiful Private Duplex 4BR/2ba House,"$3,450 ",4br -
 (Flatbush),1/25/2020 14:48,FLATBUSH 1BR UNIT. NOSTRAND AVENUE CLOSE TO SUBWAY,"$1,600 ",1br -
 (Bushwick),1/25/2020 14:39,Fantastic studio in absolutely gorgeous luxury building!,"$2,275 ",
" (EAST FLATBUSH, ENY, QUEENS & BRONX)",1/25/2020 14:37,STUNNING 3BR UNIT AVAILABLE IMMEDIATELY! PLEASE CALL ME FOR A VIEW NOW,"$2,350 ",3br -
 (Brooklyn),1/25/2020 14:34,Stunning 1BR Excellent Location,"$1,650 ",1br -
 (1161 Myrtle Avenue),1/25/2020 14:33,Lovely one bedroom apartment for rent,$900 ,1br -
 (PRIME WILLIAMSBURGG),1/25/2020 14:23,WILL NOT LAST! PRIME WILLIAMSBURG WITH PRIVATE BALCONY ON GRAND STREET,"$3,482 ","2br -
                    850ft"
 (bushwick),1/25/2020 14:23,Large 2 bedrooms apartment,"$2,495 ",2br -
 (Brooklyn Heights),1/25/2020 14:20,Be surrounded by beautiful views and history! 2bed 2baths!,"$4,854 ",2br -
 (Brooklyn),1/25/2020 14:14,1 Bedroom Penthouse w 20' Floor to Ceiling Windows + Private Terrace,"$4,592 ","1br -
                    700ft"
 (Bayridge Brooklyn),1/25/2020 13:48,Apartment one bedroom Bay Ridge,"$1,650 ",1br -
 (Crown Heights / Prospect Heights / Stuyvesant Heights / Clin),1/25/2020 13:43,"Inner City, Exposed Brick, 3 Bed, W/ Washer/Dryer, 2, 3, 4 Trains","$3,100 ",3br -
 (Crown Heights  Prospect Park Grand Army plaza),1/25/2020 13:31,"1 bedroom flex 2, Renovated, No FEE, by grand army plaza, Prospect","$2,650 ",2br -
 (Downtown Brooklyn),1/25/2020 13:23,2.5 months free*Large space*1 stop to City*washer/dryer*King sized bed,"$3,597 ",2br -
" (SUNSET PARK, BROOKLYN, NY)",1/25/2020 13:08,3 BEDROOM APARTMENT IN SUNSET PARK FOR RENT,"$2,600 ",3br -
 (CyPRESS HiLLS BROOKlYN),1/25/2020 13:05,SE RENTA: 2CUARTOS <~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~,"$1,600 ",2br -
 (East New York @ 3 Pennsylvania station),1/25/2020 12:38,"Nice spacious 3 bedroom, Great deal!","$2,199 ",3br -
 (Williamsburg),1/25/2020 12:32,4B/4B w/ TERRACE -- N.4TH ST. @ WYTHE AVENUE,"$7,000 ","4br -
                    2500ft"
 (Brooklyn),1/25/2020 12:26,Alcove Studio | Williamsburg,"$3,020 ",578ft
 (Brooklyn),1/25/2020 12:26,Alcove Studio | Williamsburg,"$3,020 ",578ft
 (CLINTON HILL / BEDSTUY),1/25/2020 12:20,1 BED ! ON CLINTON HILL BEDSTUY CROWN HEIGHTS BORDER / SHOWINGS TODAY,"$1,899 ",1br -
 (Williamsburg),1/25/2020 12:18,*Penthouse*No Fee 4Bd/4Bth North Williamsburg Duplex w/Roof Bedford L,"$6,999 ","4br -
                    1100ft"
 (8 min to Franklin Av A/C/S trains),1/25/2020 12:10,"Clinton Hill, 2 baths + W/D in unit + Balcony ♡♡♡","$4,100 ",2br -
 (Bushwick),1/25/2020 12:09,Stunning Modern Loft! No Fee!,"$3,375 ",1br -
 (Bushwick),1/25/2020 12:09,Big Modern Studio! No Fee!,"$2,200 ",
 (Bushwick),1/25/2020 12:08,Big Dope Loft in Prime Bushwick!,"$2,200 ",
 (STUYVESANT HEIGHTS),1/25/2020 11:48,BEAUTIFUL STUDIO APARTMENT,"$1,500 ",
 (Bushwick Jefferson L),1/25/2020 11:44,Truly amazing layout! 2 HUGE rooms + heat & hot water included!,"$2,599 ",2br -
 (Brooklyn),1/25/2020 11:30,2 BED 1 BATH,"$2,000 ",2br -
 (Williamsburg),1/25/2020 11:20,❤NOFEE!❤ LUXE HEAVEN! 2Bed2Bath Williamsburg PRIME,"$4,500 ",2br -
 (Brooklyn),1/25/2020 11:16,THIS IS A GORGEOUS 1&1/2 BDRM APARTMENT IN THE HEART OF FORT GREENE,"$2,400 ","1br -
                    750ft"
 (Brooklyn (Bensonhurst)),1/25/2020 11:13,NO SEC DEPOSIT! Apartment in Doorman Waterfront Building next to Park,"$1,795 ",1br -
 (Mill Basin),1/25/2020 11:13,"Very nice spacious 2 bedroom, Balcony! Private house!","$2,199 ",2br -
 (Ditmas Park @ B & Q subway),1/25/2020 11:09,Very nice spacious pre war 2 bedroom apartment,"$2,199 ",2br -
 (Greenpoint),1/25/2020 10:56,2 Bedroom w/Office+Private Roof Deck,"$3,000 ",
 (Brooklyn),1/25/2020 10:55,Apartment in Building near Coney Island Hospital 718-373-6000,"$1,495 ",
 (Brooklyn (Bensonhurst)),1/25/2020 10:49,NO SEC DEPOSIT! Apartment in a Building next to Park 718-373-7700,"$1,795 ",1br -
" (Williamsburg, Brooklyn)",1/25/2020 10:48,"Large 1 bedroom Apt Lux Building, Rent Stabilized","$3,704 ",1br -
 (Bushwick),1/25/2020 10:40,Gorgeous New 2 Bed! No Fee!,"$2,600 ",2br -
 (Bushwick),1/25/2020 10:38,Big Gorgeous 2 Bed!,"$2,950 ",2br -
 (Williamsburg),1/25/2020 10:38,Sick 2 Bed! No Fee!,"$2,900 ",2br -
 (Bushwick),1/25/2020 10:36,Big Dope Loft! No Fee!,"$3,149 ",1br -
 (Bushwick),1/25/2020 10:36,Big Work/Live Loft! No Fee!,"$1,799 ",
 (CROWN HEIGHTS/PROSPECT HEIGHTS),1/25/2020 10:17,NO FEE**GORGEOUS THREE ON FRANKLIN AVE***AMAZING***,"$2,987 ",3br -
 (East New York),1/25/2020 10:02,"NEW LARGE ONE BED ..A,C,J TRAIN..RENOVATED..ELEVAToR..NEARALL..","$1,475 ",1br -
 (Crown Heights),1/25/2020 9:59,"Spacious Sunny Rent Stabilized 1 Bed, Steps to 3,4,5 Utica Trains!","$1,595 ",1br -
 (Bedford Stuyvesant),1/25/2020 9:59,"Underpriced 3 Bed/1.5 Bath on Bedford, Laundry, Awesome Deal!","$2,400 ",3br -
 (Dumbo),1/25/2020 9:56,Tremendous corner 3 bed loft in Dumbo with original exposed beams,"$7,795 ","3br -
                    1707ft"
 (Cypress Hills),1/25/2020 9:35,Renovated 3 bedroom apartment $2100,"$2,100 ",750ft
 (COBBLE HILL),1/25/2020 9:34,SUNNY 1-BEDROOM APARTMENT PRIME LOCATION!,"$2,200 ",1br -
